,competition,date,match,team,pos,pos_role,player,match_id,original_rating
2150,World Cup 2018,2018-06-22,"Brazil - Costa Rica, 2 - 0",Brazil,Sub,Sub,Douglas Costa de Souza,7548,5.24
2152,World Cup 2018,2018-06-22,"Brazil - Costa Rica, 2 - 0",Brazil,Sub,Sub,Fernando Luiz Rosa,7548,6.13
2157,World Cup 2018,2018-06-22,"Brazil - Costa Rica, 2 - 0",Brazil,Sub,Sub,Roberto Firmino Barbosa de Oliveira,7548,6.59
2161,World Cup 2018,2018-06-22,"Brazil - Costa Rica, 2 - 0",Costa Rica,DF,DC,Giancarlo González Castro,7548,5.77
2164,World Cup 2018,2018-06-22,"Brazil - Costa Rica, 2 - 0",Costa Rica,DF,DC,Johnny Acosta Zamora,7548,5.775
2167,World Cup 2018,2018-06-22,"Brazil - Costa Rica, 2 - 0",Costa Rica,DF,DC,Óscar Esau Duarte Gaitán,7548,5.6125
2169,World Cup 2018,2018-06-22,"Brazil - Costa Rica, 2 - 0",Costa Rica,FW,FW,Marcos Danilo Ureña Porras,7548,5.8875
2171,World Cup 2018,2018-06-22,"Brazil - Costa Rica, 2 - 0",Costa Rica,GK,GK,Keylor Navas Gamboa,7548,5.9399999999999995
2174,World Cup 2018,2018-06-22,"Brazil - Costa Rica, 2 - 0",Costa Rica,MF,AMC,Bryan Ruiz González,7548,5.5975
2177,World Cup 2018,2018-06-22,"Brazil - Costa Rica, 2 - 0",Costa Rica,MF,AMC,Johan Alberto Venegas Ulloa,7548,5.984999999999999
2179,World Cup 2018,2018-06-22,"Brazil - Costa Rica, 2 - 0",Costa Rica,MF,DML,Bryan Oviedo,7548,5.5975
2181,World Cup 2018,2018-06-22,"Brazil - Costa Rica, 2 - 0",Costa Rica,MF,DMR,Cristian Gamboa Luna,7548,6.0725
2184,World Cup 2018,2018-06-22,"Brazil - Costa Rica, 2 - 0",Costa Rica,MF,MC,Celso Borges Mora,7548,5.9125
2187,World Cup 2018,2018-06-22,"Brazil - Costa Rica, 2 - 0",Costa Rica,MF,MC,David Alberto Guzmán Pérez,7548,5.8825
2190,World Cup 2018,2018-06-22,"Brazil - Costa Rica, 2 - 0",Costa Rica,Sub,Sub,Christian Bolaños Navarro,7548,5.34
2192,World Cup 2018,2018-06-22,"Brazil - Costa Rica, 2 - 0",Costa Rica,Sub,Sub,Francisco Javier Calvo Quesada,7548,6.36
2194,World Cup 2018,2018-06-22,"Brazil - Costa Rica, 2 - 0",Costa Rica,Sub,Sub,Yeltsin Ignacio Tejeda Valverde,7548,5.68
2195,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Iceland,DF,DC,Rúrik Gíslason,7549,5.7175
2197,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Iceland,DF,DC,Ragnar Sigurðsson,7549,5.8100000000000005
2200,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Iceland,DF,DL,Hörður Björgvin Magnússon,7549,5.715
2203,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Iceland,DF,DR,Birkir Már Sævarsson,7549,5.5725
2206,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Iceland,FW,FW,Alfreð Finnbogason,7549,5.7075
2209,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Iceland,FW,FW,Jón Daði Böðvarsson,7549,5.9575
2210,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Iceland,GK,GK,Hannes Þór Halldórsson,7549,5.48
2213,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Iceland,MF,MC,Aron Einar Gunnarsson,7549,5.825
2216,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Iceland,MF,MC,Gylfi Þór Sigurðsson,7549,5.88
2219,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Iceland,MF,ML,Birkir Bjarnason,7549,5.87
2222,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Iceland,MF,MR,Rúrik Gíslason,7549,5.8925
2224,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Iceland,Sub,Sub,Ari Freyr Skúlason,7549,6.13
2226,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Iceland,Sub,Sub,Björn Bergmann Sigurðarson,7549,5.975
2229,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Iceland,Sub,Sub,Sverrir Ingi Ingason,7549,6.035
2231,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Nigeria,DF,DC,Kenneth Josiah Omeruo,7549,6.8100000000000005
2233,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Nigeria,DF,DC,Leon Aderemi Balogun,7549,6.0600000000000005
2236,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Nigeria,DF,DC,William Troost-Ekong,7549,6.1675
2239,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Nigeria,FW,FW,Ahmed Musa,7549,7.135
2242,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Nigeria,FW,FW,Kelechi Promise Iheanacho,7549,6.3149999999999995
2245,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Nigeria,GK,GK,Francis Odinaka Uzoho,7549,6.175
2248,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Nigeria,MF,DML,Brian Oladapo Idowu,7549,5.73
2251,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Nigeria,MF,DMR,Victor Moses,7549,6.095
2254,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Nigeria,MF,MC,John Michael Nchekwube Obinna,7549,5.945
2257,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Nigeria,MF,MC,Oghenekaro Etebo,7549,6.49
2260,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Nigeria,MF,MC,Onyinye Wilfred Ndidi,7549,6.38
2263,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Nigeria,Sub,Sub,Alex Iwobi,7549,5.97
2266,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Nigeria,Sub,Sub,Odion Jude Ighalo,7549,6.48
2269,World Cup 2018,2018-06-22,"Nigeria - Iceland, 2 - 0",Nigeria,Sub,Sub,Tyronne Ebuehi,7549,5.45
2270,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Serbia,DF,DC,Duško Tošić,7550,5.47
2272,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Serbia,DF,DC,Nikola Milenković,7550,5.635
2275,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Serbia,DF,DL,Aleksandar Kolarov,7550,5.6899999999999995
2278,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Serbia,DF,DR,Branislav Ivanović,7550,5.825
2280,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Serbia,FW,FW,Aleksandar Mitrović,7550,6.4025
2283,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Serbia,GK,GK,Vladimir Stojković,7550,5.1850000000000005
2286,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Serbia,MF,AMC,Sergej Milinković-Savić,7550,5.2825
2289,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Serbia,MF,AML,Filip Kostić,7550,5.9125
2292,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Serbia,MF,AMR,Dušan Tadić,7550,6.5875
2295,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Serbia,MF,DMC,Luka Milivojević,7550,5.73
2297,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Serbia,MF,DMC,Nemanja Matić,7550,5.77
2300,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Serbia,Sub,Sub,Adem Ljajić,7550,5.57
2303,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Serbia,Sub,Sub,Nemanja Radonjić,7550,6.05
2305,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Switzerland,DF,DC,Fabian Lukas Schär,7550,5.8175
2308,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Switzerland,DF,DC,Manuel Obafemi Akanji,7550,5.5625
2312,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Switzerland,DF,DL,Ricardo Iván Rodríguez Araya,7550,6.0275
2316,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Switzerland,DF,DR,Stephan Lichtsteiner,7550,5.305
2319,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Switzerland,FW,FW,Haris Seferović,7550,5.4575
2322,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Switzerland,GK,GK,Yann Sommer,7550,5.5825
2326,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Switzerland,MF,AMC,Blerim Džemaili,7550,5.7125
2330,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Switzerland,MF,AML,Steven Zuber,7550,5.9375
2333,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Switzerland,MF,AMR,Xherdan Shaqiri,7550,6.255
2337,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Switzerland,MF,DMC,Granit Xhaka,7550,5.635
2341,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Switzerland,MF,DMC,Valon Behrami,7550,5.9725
2345,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Switzerland,Sub,Sub,Breel-Donald Embolo,7550,6.3149999999999995
2348,World Cup 2018,2018-06-22,"Serbia - Switzerland, 1 - 2",Switzerland,Sub,Sub,Mario Gavranović,7550,5.6933333333333325
2350,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Belgium,DF,DC,Anga Dedryck Boyata,7552,5.3149999999999995
2353,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Belgium,DF,DC,Jan Vertonghen,7552,5.7625
2359,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Belgium,DF,DC,Toby Alderweireld,7552,6.02
2365,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Belgium,FW,FW,Romelu Lukaku Menama,7552,6.7425
2371,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Belgium,GK,GK,Thibaut Courtois,7552,5.4075
2378,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Belgium,MF,AMC,Dries Mertens,7552,6.08
2384,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Belgium,MF,AMC,Eden Hazard,7552,7.165
2389,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Belgium,MF,DML,Yannick Ferreira Carrasco,7552,5.9625
2393,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Belgium,MF,DMR,Thomas Meunier,7552,6.195
2398,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Belgium,MF,MC,Axel Witsel,7552,5.665
2404,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Belgium,MF,MC,Kevin De Bruyne,7552,6.3625
2410,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Belgium,Sub,Sub,Marouane Fellaini-Bakkioui,7552,5.3
2415,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Belgium,Sub,Sub,Michy Batshuayi Tunga,7552,6.21
2417,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Belgium,Sub,Sub,Youri Tielemans,7552,6.845000000000001
2421,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Tunisia,DF,DC,Yassine Meriah,7552,5.32
2424,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Tunisia,DF,DL,Ali Maâloul,7552,4.8925
2426,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Tunisia,DF,DR,Dylan Daniel Mahmoud Bronn,7552,6.68
2428,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Tunisia,FW,FW,Wahbi Khazri,7552,6.2925
2431,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Tunisia,FW,FWL,Anice Badri,7552,5.865
2434,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Tunisia,GK,GK,Farouk Ben Mustapha,7552,4.935
2436,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Tunisia,MF,MC,Ellyes Joris Skhiri,7552,5.47
2439,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Tunisia,MF,MC,Ferjani Sassi,7552,5.9125
2442,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Tunisia,MF,MC,Saîf-Eddine Khaoui,7552,5.8675
2443,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Tunisia,Sub,Sub,Hamdi Nagguez,7552,5.6899999999999995
2445,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Tunisia,Sub,Sub,Naïm Sliti,7552,5.533333333333334
2448,World Cup 2018,2018-06-23,"Belgium - Tunisia, 5 - 2",Tunisia,Sub,Sub,Yohan Benalouane,7552,6.196666666666666
2449,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Germany,DF,DC,Antonio Rüdiger,7551,5.8925
2450,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Germany,DF,DC,Jérôme Boateng,7551,4.925
2452,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Germany,DF,DL,Jonas Hector,7551,5.9725
2454,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Germany,DF,DR,Joshua Kimmich,7551,6.25
2457,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Germany,FW,FW,Timo Werner,7551,5.7925
2460,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Germany,GK,GK,Manuel Neuer,7551,5.8149999999999995
2463,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Germany,MF,AMC,Marco Reus,7551,6.1225000000000005
2466,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Germany,MF,AML,Julian Draxler,7551,5.515000000000001
2468,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Germany,MF,AMR,Thomas Müller,7551,6.0125
2471,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Germany,MF,DMC,Sebastian Rudy,7551,5.467499999999999
2472,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Germany,MF,DMC,Toni Kroos,7551,7.484999999999999
2475,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Germany,Sub,Sub,İlkay Gündoğan,7551,6.176666666666667
2476,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Germany,Sub,Sub,Julian Brandt,7551,6.275
2478,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Germany,Sub,Sub,Mario Gómez García,7551,5.956666666666667
2480,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Sweden,DF,DC,Andreas Granqvist,7551,6.0525
2485,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Sweden,DF,DC,Victor Nilsson Lindelöf,7551,5.835
2489,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Sweden,DF,DL,Ludwig Augustinsson,7551,5.9525
2494,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Sweden,DF,DR,Mikael Lustig,7551,6.3475
2498,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Sweden,FW,FW,Marcus Berg,7551,6.1425
2503,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Sweden,FW,FW,Ola Toivonen,7551,6.295
2508,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Sweden,GK,GK,Robin Olsen,7551,6.2875
2513,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Sweden,MF,MC,Albin Ekdal,7551,5.7475000000000005
2518,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Sweden,MF,MC,Sebastian Larsson,7551,5.9875
2522,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Sweden,MF,ML,Emil Peter Forsberg,7551,6.2975
2527,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Sweden,MF,MR,Viktor Claesson,7551,6.38
2532,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Sweden,Sub,Sub,Jimmy Durmaz,7551,5.505
2533,World Cup 2018,2018-06-23,"Germany - Sweden, 2 - 1",Sweden,Sub,Sub,John Guidetti,7551,6.015000000000001
2535,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",Mexico,DF,DC,Carlos Joel Salcedo Hernández,7553,6.6525
2539,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",Mexico,DF,DC,Héctor Alfredo Moreno Herrera,7553,6.04
2542,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",Mexico,DF,DL,Jesús Daniel Gallardo Vasconcelos,7553,5.79
2546,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",Mexico,DF,DR,Giovani dos Santos Ramírez,7553,5.62
2550,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",Mexico,FW,FW,Hirving Rodrigo Lozano Bahena,7553,6.46
2554,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",Mexico,GK,GK,Francisco Guillermo Ochoa Magaña,7553,5.7524999999999995
2558,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",Mexico,MF,AMC,Carlos Alberto Vela Garrido,7553,6.6275
2562,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",Mexico,MF,AML,Hirving Rodrigo Lozano Bahena,7553,6.425
2566,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",Mexico,MF,AMR,Miguel Arturo Layún Prado,7553,5.97
2570,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",Mexico,MF,DMC,José Andrés Guardado Hernández,7553,6.105
2574,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",Mexico,MF,DMC,Héctor Alfredo Moreno Herrera,7553,5.715
2578,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",Mexico,Sub,Sub,Jesús Manuel Corona Ruíz,7553,5.9
2580,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",Mexico,Sub,Sub,Giovani dos Santos Ramírez,7553,5.975
2581,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",Mexico,Sub,Sub,Rafael Márquez Álvarez,7553,5.635
2584,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",South Korea,DF,DC,Hyun-Soo Jang,7553,5.1425
2587,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",South Korea,DF,DL,Min-Woo Kim,7553,5.24
2589,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",South Korea,DF,DR,Yong Lee,7553,5.86
2592,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",South Korea,FW,FW,Heung-Min Son,7553,6.375
2595,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",South Korea,GK,GK,Hyeon-Woo Jo,7553,5.57
2598,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",South Korea,MF,AMC,Jae-Sung Lee,7553,5.755
2601,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",South Korea,MF,AML,Hee-Chan Hwang,7553,6.2524999999999995
2603,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",South Korea,MF,AMR,Seon-Min Moon,7553,5.7175
2605,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",South Korea,MF,DMC,Se-Jong Ju,7553,6.0375
2607,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",South Korea,MF,DMC,Sung-Yeung Ki,7553,5.49
2609,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",South Korea,Sub,Sub,Chul Hong,7553,6.035
2611,World Cup 2018,2018-06-23,"South Korea - Mexico, 1 - 2",South Korea,Sub,Sub,Seung-Woo Lee,7553,6.085
2613,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",England,DF,DC,Harry Maguire,7554,6.1725
2620,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",England,DF,DC,John Stones,7554,6.925
2627,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",England,DF,DC,Kyle Walker,7554,6.395
2632,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",England,FW,FW,Harry Kane,7554,7.2675
2638,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",England,FW,FW,Raheem Sterling,7554,5.98
2644,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",England,GK,GK,Jordan Pickford,7554,5.825
2651,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",England,MF,DMC,Jordan Brian Henderson,7554,6.23
2656,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",England,MF,MC,Jesse Lingard,7554,6.77
2662,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",England,MF,MC,Ruben Loftus-Cheek,7554,6.21
2666,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",England,MF,ML,Ashley Young,7554,5.805
2671,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",England,MF,MR,Kieran Trippier,7554,6.7975
2677,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",England,Sub,Sub,Danny Rose,7554,6.0
2682,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",England,Sub,Sub,Fabian Delph,7554,6.34
2686,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",England,Sub,Sub,Jamie Vardy,7554,5.87
2690,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",Panama,DF,DC,Fidel Escobar Mendieta,7554,4.8175
2693,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",Panama,DF,DC,Román Aureliano Torres Morcillo,7554,5.407500000000001
2696,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",Panama,DF,DL,Erick Javier Davis Grajales,7554,5.295
2698,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",Panama,DF,DR,Michael Amir Murillo Bermudez,7554,5.452500000000001
2700,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",Panama,FW,FW,Blas Antonio Miguel Pérez Ortega,7554,5.720000000000001
2702,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",Panama,GK,GK,Jaime Manuel Penedo Cano,7554,5.3075
2705,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",Panama,MF,DMC,Gabriel Enrique Gómez Girón,7554,5.390000000000001
2708,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",Panama,MF,MC,Aníbal Cesis Godoy,7554,5.2275
2711,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",Panama,MF,MC,Armando Enrique Cooper Whitaker,7554,5.175
2713,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",Panama,MF,ML,José Luis Rodríguez Francis,7554,5.7125
2716,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",Panama,MF,MR,Edgar Yoel Bárcenas Herrera,7554,5.9725
2719,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",Panama,Sub,Sub,Abdiel Arroyo Molinar,7554,6.325
2721,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",Panama,Sub,Sub,Felipe Abdiel Baloy Ramírez,7554,7.15
2722,World Cup 2018,2018-06-24,"England - Panama, 6 - 1",Panama,Sub,Sub,Ricardo Guardia Avila,7554,6.535
2724,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Japan,DF,DC,Gen Shōji,7556,5.9925
2727,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Japan,DF,DC,Maya Yoshida,7556,5.82
2731,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Japan,DF,DL,Yuto Nagatomo,7556,5.8
2735,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Japan,DF,DR,Hiroki Sakai,7556,5.7225
2739,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Japan,FW,FW,Yuto Nagatomo,7556,5.75
2743,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Japan,GK,GK,Eiji Kawashima,7556,5.665
2747,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Japan,MF,AMC,Shinji Kagawa,7556,5.4575
2750,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Japan,MF,AML,Takashi Inui,7556,6.7075
2754,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Japan,MF,AMR,Genki Haraguchi,7556,5.595000000000001
2757,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Japan,MF,DMC,Gaku Shibasaki,7556,5.9
2761,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Japan,MF,DMC,Makoto Hasebe,7556,5.3725000000000005
2765,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Japan,Sub,Sub,Keisuke Honda,7556,6.975
2768,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Japan,Sub,Sub,Shinji Okazaki,7556,6.02
2771,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Japan,Sub,Sub,Takashi Usami,7556,6.01
2773,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Senegal,DF,DC,Kalidou Koulibaly,7556,5.965
2776,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Senegal,DF,DC,Salif Sané,7556,6.105
2779,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Senegal,DF,DL,Youssouf Sabaly,7556,5.625
2782,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Senegal,DF,DR,Moussa Wagué,7556,6.1625
2785,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Senegal,FW,FW,M''Baye Babacar Niang,7556,6.46
2788,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Senegal,MF,DMC,Alfred John Momar N''Diaye,7556,5.705
2790,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Senegal,MF,MC,Khadim N''Diaye,7556,6.265000000000001
2791,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Senegal,MF,MC,Idrissa Gana Gueye,7556,5.605
2794,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Senegal,MF,ML,Sadio Mané,7556,5.76
2797,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Senegal,MF,MR,Ismaïla Sarr,7556,5.6325
2800,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Senegal,Sub,Sub,Cheikh N''Doye,7556,6.15
2802,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Senegal,Sub,Sub,Cheikhou Kouyaté,7556,6.115
2804,World Cup 2018,2018-06-24,"Japan - Senegal, 2 - 2",Senegal,Sub,Sub,Mame Biram Diouf,7556,6.04
2806,World Cup 2018,2018-06-24,"Poland - Colombia, 0 - 3",Colombia,DF,DC,Davinson Sánchez Mina,7555,6.0325
2810,World Cup 2018,2018-06-24,"Poland - Colombia, 0 - 3",Colombia,DF,DC,Yerry Fernando Mina González,7555,6.365
2813,World Cup 2018,2018-06-24,"Poland - Colombia, 0 - 3",Colombia,DF,DL,Johan Andrés Mojica Palacio,7555,6.1375
